TITLE	n-GaN
DATA TYPE	ULTRAVIOLET SPECTRUM
ORIGIN	JASCO
OWNER	
DATE	19/11/21
TIME	17:01:56
SPECTROMETER/DATA SYSTEM	
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	TRANSMITTANCE
FIRSTX	 2500.0000
LASTX	  300.0000
NPOINTS	    2201
FIRSTY	    83.45750
MAXY	    86.04787
MINY	     0.00617
XYDATA
2314.0000	78.2895
2313.0000	78.5143
2312.0000	78.7612
2311.0000	79.0024
2310.0000	79.2097
2309.0000	79.4151
2308.0000	79.6231
2307.0000	79.8013
2306.0000	79.9102
2305.0000	80.0604
2304.0000	80.2343
2303.0000	80.4992
2302.0000	80.6483
2301.0000	80.8127
2300.0000	81.0147
2299.0000	81.2379
2298.0000	81.36
2297.0000	81.5477
2296.0000	81.7264
2295.0000	82.0044
2294.0000	82.175
2293.0000	82.3807
2292.0000	82.5516
2291.0000	82.7362
2290.0000	82.9575
2289.0000	83.1336
2288.0000	83.2794
2287.0000	83.4287
2286.0000	83.6026
2285.0000	83.6936
2284.0000	83.8308
2283.0000	83.9982
2282.0000	84.1391
2281.0000	84.3364
2280.0000	84.513
2279.0000	84.5673
2278.0000	84.7546
2277.0000	84.8758
2276.0000	85.0248
2275.0000	85.026
2274.0000	85.1328
2273.0000	85.2068
2272.0000	85.3139
2271.0000	85.3403
2270.0000	85.3564
2269.0000	85.4424
2268.0000	85.4417
2267.0000	85.4688
2266.0000	85.4138
2265.0000	85.4939
2264.0000	85.5179
2263.0000	85.5131
2262.0000	85.4997
2261.0000	85.5642
2260.0000	85.5094
2259.0000	85.4893
2258.0000	85.437
2257.0000	85.356
2256.0000	85.4179
2255.0000	85.3236
2254.0000	85.288
2253.0000	85.1796
2252.0000	85.1724
2251.0000	85.1366
2250.0000	85.0304
2249.0000	84.9056
2248.0000	84.7696
2247.0000	84.6391
2246.0000	84.5283
2245.0000	84.4157
2244.0000	84.2743
2243.0000	84.1494
2242.0000	84.0228
2241.0000	83.8992
2240.0000	83.7562
2239.0000	83.5686
2238.0000	83.4538
2237.0000	83.2045
2236.0000	83.077
2235.0000	82.9302
2234.0000	82.6965
2233.0000	82.5056
2232.0000	82.3224
2231.0000	82.1498
2230.0000	81.8821
2229.0000	81.6825
2228.0000	81.4852
2227.0000	81.2791
2226.0000	81.1052
2225.0000	80.867
2224.0000	80.5893
2223.0000	80.4101
2222.0000	80.1957
2221.0000	79.9585
2220.0000	79.7774
2219.0000	79.5722
2218.0000	79.3397
2217.0000	79.0899
2216.0000	78.8303
2215.0000	78.6295
2214.0000	78.3571
2213.0000	78.1168
2212.0000	77.8681
2211.0000	77.6857
2210.0000	77.5442
2209.0000	77.2721
2208.0000	76.9978
2207.0000	76.8357
2206.0000	76.6865
2205.0000	76.4207
2204.0000	76.2074
2203.0000	75.951
2202.0000	75.7877
2201.0000	75.5902
2200.0000	75.3813
2199.0000	75.2026
2198.0000	75.0124
2197.0000	74.8385
2196.0000	74.683
2195.0000	74.4117
2194.0000	74.246
2193.0000	74.1035
2192.0000	73.9666
2191.0000	73.8423
