TITLE	n-GaN
DATA TYPE	ULTRAVIOLET SPECTRUM
ORIGIN	JASCO
OWNER	
DATE	19/11/20
TIME	15:21:01
SPECTROMETER/DATA SYSTEM	
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	TRANSMITTANCE
FIRSTX	 2500.0000
LASTX	  300.0000
NPOINTS	    2201
FIRSTY	   100.74783
MAXY	   101.09960
MINY	    99.97169
XYDATA
1670.0000	100.393
1669.0000	100.404
1668.0000	100.422
1667.0000	100.385
1666.0000	100.391
1665.0000	100.39
1664.0000	100.42
1663.0000	100.395
1662.0000	100.385
1661.0000	100.41
1660.0000	100.442
1659.0000	100.427
1658.0000	100.425
1657.0000	100.433
1656.0000	100.444
1655.0000	100.402
1654.0000	100.415
1653.0000	100.426
1652.0000	100.426
1651.0000	100.417
1650.0000	100.416
1649.0000	100.388
1648.0000	100.375
1647.0000	100.387
1646.0000	100.399
1645.0000	100.408
1644.0000	100.409
1643.0000	100.471
1642.0000	100.441
1641.0000	100.442
1640.0000	100.411
1639.0000	100.387
1638.0000	100.423
1637.0000	100.406
1636.0000	100.418
1635.0000	100.451
1634.0000	100.472
1633.0000	100.427
1632.0000	100.475
1631.0000	100.439
1630.0000	100.467
1629.0000	100.377
1628.0000	100.402
1627.0000	100.431
1626.0000	100.403
1625.0000	100.389
1624.0000	100.363
1623.0000	100.378
1622.0000	100.443
1621.0000	100.393
1620.0000	100.408
1619.0000	100.41
1618.0000	100.435
1617.0000	100.421
1616.0000	100.466
1615.0000	100.404
1614.0000	100.376
1613.0000	100.375
1612.0000	100.399
1611.0000	100.432
1610.0000	100.385
1609.0000	100.409
1608.0000	100.44
1607.0000	100.468
1606.0000	100.482
1605.0000	100.452
1604.0000	100.425
1603.0000	100.413
1602.0000	100.397
1601.0000	100.405
1600.0000	100.408
1599.0000	100.407
1598.0000	100.456
1597.0000	100.468
1596.0000	100.458
1595.0000	100.493
1594.0000	100.418
1593.0000	100.435
1592.0000	100.422
1591.0000	100.404
1590.0000	100.437
1589.0000	100.416
1588.0000	100.41
1587.0000	100.419
1586.0000	100.451
1585.0000	100.411
1584.0000	100.388
1583.0000	100.409
1582.0000	100.432
1581.0000	100.431
1580.0000	100.379
1579.0000	100.4
1578.0000	100.391
1577.0000	100.412
1576.0000	100.371
1575.0000	100.391
1574.0000	100.409
1573.0000	100.387
1572.0000	100.395
1571.0000	100.398
1570.0000	100.414
1569.0000	100.431
1568.0000	100.405
1567.0000	100.415
1566.0000	100.46
1565.0000	100.468
1564.0000	100.458
1563.0000	100.438
1562.0000	100.447
1561.0000	100.468
1560.0000	100.424
1559.0000	100.435
1558.0000	100.443
1557.0000	100.415
1556.0000	100.421
1555.0000	100.396
1554.0000	100.409
1553.0000	100.395
1552.0000	100.394
1551.0000	100.408
1550.0000	100.406
1549.0000	100.432
1548.0000	100.424
1547.0000	100.414
1546.0000	100.388
1545.0000	100.432
1544.0000	100.422
1543.0000	100.419
1542.0000	100.356
1541.0000	100.372
1540.0000	100.399
1539.0000	100.384
1538.0000	100.369
1537.0000	100.372
1536.0000	100.417
1535.0000	100.424
1534.0000	100.379
1533.0000	100.418
1532.0000	100.402
1531.0000	100.43
1530.0000	100.38
1529.0000	100.38
1528.0000	100.365
1527.0000	100.38
1526.0000	100.423
1525.0000	100.372
1524.0000	100.387
1523.0000	100.388
1522.0000	100.406
1521.0000	100.422
1520.0000	100.414
1519.0000	100.423
1518.0000	100.455
1517.0000	100.479
1516.0000	100.479
1515.0000	100.489
1514.0000	100.485
1513.0000	100.432
1512.0000	100.427
1511.0000	100.418
1510.0000	100.419
1509.0000	100.379
1508.0000	100.4
1507.0000	100.417
1506.0000	100.399
1505.0000	100.417
1504.0000	100.408
1503.0000	100.455
1502.0000	100.435
1501.0000	100.444
1500.0000	100.439
1499.0000	100.443
1498.0000	100.421
1497.0000	100.388
1496.0000	100.398
1495.0000	100.398
1494.0000	100.421
1493.0000	100.422
1492.0000	100.443
1491.0000	100.45
1490.0000	100.424
1489.0000	100.418
1488.0000	100.405
1487.0000	100.41
1486.0000	100.375
1485.0000	100.414
1484.0000	100.419
1483.0000	100.423
1482.0000	100.45
1481.0000	100.427
1480.0000	100.423
1479.0000	100.419
1478.0000	100.385
