889.0000	6.00329
888.0000	6.12557
887.0000	6.23185
886.0000	6.31837
885.0000	6.41872
884.0000	6.55385
883.0000	6.68264
882.0000	6.79837
881.0000	6.88311
880.0000	6.9112
879.0000	6.98112
878.0000	7.01699
877.0000	7.00175
876.0000	6.9278
875.0000	6.84744
874.0000	6.76883
873.0000	6.67702
872.0000	6.53263
871.0000	6.38546
870.0000	6.25021
869.0000	6.12269
868.0000	6.00555
867.0000	5.92363
866.0000	5.85522
865.0000	5.79515
864.0000	5.76852
863.0000	5.76263
862.0000	5.77881
861.0000	5.82829
860.0000	5.90017
859.0000	6.00441
858.0000	6.11371
857.0000	6.24975
856.0000	6.38144
855.0000	6.52782
854.0000	6.65464
853.0000	6.78124
852.0000	6.87914
851.0000	6.94759
850.0000	6.98
849.0000	6.98046
848.0000	6.94418
847.0000	6.85967
846.0000	6.75343
845.0000	6.62957
844.0000	6.48865
843.0000	6.344
842.0000	6.20197
841.0000	6.07008
840.0000	5.94652
839.0000	5.85027
838.0000	5.77885
837.0000	5.73671
836.0000	5.72839
835.0000	5.74798
834.0000	5.79509
833.0000	5.87312
832.0000	5.97635
831.0000	6.10028
830.0000	6.2473
829.0000	6.40378
828.0000	6.55275
827.0000	6.69045
826.0000	6.82217
825.0000	6.91223
824.0000	6.97223
823.0000	6.98577
822.0000	6.95259
821.0000	6.88216
820.0000	6.76979
819.0000	6.63387
818.0000	6.4796
817.0000	6.31636
816.0000	6.16255
815.0000	6.0182
814.0000	5.89249
813.0000	5.7912
812.0000	5.72425
811.0000	5.68935
810.0000	5.68849
809.0000	5.72098
808.0000	5.79111
807.0000	5.89378
806.0000	6.01742
805.0000	6.17234
804.0000	6.33523
803.0000	6.50199
802.0000	6.66093
801.0000	6.79139
800.0000	6.8905
799.0000	6.95036
798.0000	6.95278
797.0000	6.90203
796.0000	6.80522
795.0000	6.67791
794.0000	6.51581
793.0000	6.33708
792.0000	6.16395
791.0000	6.00024
790.0000	5.85647
789.0000	5.74493
788.0000	5.67167
787.0000	5.63552
786.0000	5.64329
785.0000	5.68418
784.0000	5.76852
783.0000	5.89093
782.0000	6.04305
781.0000	6.21404
780.0000	6.39858
779.0000	6.57331
778.0000	6.7336
777.0000	6.85956
776.0000	6.93216
775.0000	6.95145
774.0000	6.90737
773.0000	6.81781
772.0000	6.68652
771.0000	6.51886
770.0000	6.33779
769.0000	6.15193
768.0000	5.97844
767.0000	5.83775
766.0000	5.73555
765.0000	5.66958
764.0000	5.63924
763.0000	5.66316
762.0000	5.73877
761.0000	5.85875
