TITLE	7.1
DATA TYPE	ULTRAVIOLET SPECTRUM
ORIGIN	JASCO
OWNER	
DATE	19/08/30
TIME	10:13:55
SPECTROMETER/DATA SYSTEM	
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	TRANSMITTANCE
FIRSTX	 2500.0000
LASTX	  350.0000
NPOINTS	    2151
FIRSTY	    75.46400
MAXY	    91.94743
MINY	     0.00679
XYDATA
2500.0000	75.464
2499.0000	78.7544
2498.0000	76.6179
2497.0000	69.0692
2496.0000	72.8116
2495.0000	76.4727
2494.0000	79.6744
2493.0000	73.7595
2492.0000	74.446
2491.0000	80.2157
2490.0000	79.6285
2489.0000	76.7225
2488.0000	77.2559
2487.0000	80.4767
2486.0000	79.4135
2485.0000	73.1148
2484.0000	73.0585
2483.0000	75.4978
2482.0000	74.06
2481.0000	71.8455
2480.0000	73.5366
2479.0000	78.6786
2478.0000	77.2055
2477.0000	74.1782
2476.0000	75.3516
2475.0000	76.6913
2474.0000	77.4724
2473.0000	73.518
2472.0000	77.0219
2471.0000	77.9818
2470.0000	73.9178
2469.0000	69.9387
2468.0000	69.3796
2467.0000	76.9166
2466.0000	72.7798
2465.0000	68.7493
2464.0000	70.941
2463.0000	76.3879
2462.0000	72.9608
2461.0000	69.5189
2460.0000	72.961
2459.0000	79.6863
2458.0000	78.8209
2457.0000	72.8071
2456.0000	73.1839
2455.0000	75.078
2454.0000	75.4221
2453.0000	74.7033
2452.0000	74.6114
2451.0000	76.2589
2450.0000	74.336
2449.0000	72.0374
2448.0000	74.7685
2447.0000	77.308
2446.0000	74.768
2445.0000	73.2103
2444.0000	77.405
2443.0000	79.2338
2442.0000	77.9631
2441.0000	72.6051
2440.0000	74.1257
2439.0000	74.0333
2438.0000	70.6664
2437.0000	71.3473
2436.0000	78.7606
2435.0000	78.5672
2434.0000	74.4605
2433.0000	73.7051
2432.0000	78.0809
2431.0000	79.3889
2430.0000	75.9374
2429.0000	74.2079
2428.0000	77.1217
2427.0000	76.1851
2426.0000	73.7088
2425.0000	76.3555
2424.0000	78.5119
2423.0000	74.2932
2422.0000	75.393
2421.0000	77.0483
2420.0000	78.0743
2419.0000	74.337
2418.0000	73.9918
2417.0000	77.3554
2416.0000	75.8702
2415.0000	76.5061
2414.0000	76.1286
2413.0000	82.8177
2412.0000	78.9345
2411.0000	76.9551
2410.0000	77.1624
2409.0000	80.0716
2408.0000	78.8665
2407.0000	76.8562
2406.0000	78.7635
2405.0000	80.8777
2404.0000	80.6392
2403.0000	78.6612
2402.0000	80.7971
